id,ahu,air,airCooling,airRef,area,boiler,bypass,chilled,chilledWaterCooling,chilledWaterRef,chiller,cmd,computed,cool,cooling,cur,damper,daytime,delta,directZone,dis,discharge,domestic,effective,elecHeating,enable,entering,enum,equip,equipRef,exhaust,fan,fanPowered,fcu,flow,geoAddr,geoCity,geoCoord,geoCountry,geoCounty,geoPostalCode,geoState,geoStreet,heat,heating,his,hot,hotWaterHeating,hotWaterRef,humidifier,humidity,hvac,kind,leaving,maxVal,minVal,mixed,outside,plant,primaryLoop,point,pointFunction,pressure,primaryFunction,pump,return,rtu,run,sensor,singleDuct,site,siteRef,sp,space,spaceRef,speed,steam,temp,thermostat,tz,unit,valve,vav,vavZone,water,weather,weatherCond,weatherStationRef,weatherStation,yearBuilt,zone,custom
@b-00cb,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-1 Supply Fan Status,✓,"","","","","","","",@b-00ac,"",✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,"","","","","","","","","","","","{sourcePointName:SF FAN STATUS, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-00cc,"","","","","","","","","","","","","","","","","","","","",Bravo RTU-1 TU Air Flow (Auto-computed),"","","","","","","","",@b-00ac,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{cache, dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, backgroundPoint}"
@b-00cd,"",✓,"","","","","","","","","","",✓,"","","","","","","",Bravo RTU-1 VAV Total Flow,"","","","","","","","",@b-00ac,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, backgroundPoint}"
@b-00ce,✓,"","","","","","","",✓,"","","","","","","","","","","",Bravo RTU-2,"","","","","","","",✓,"","","","","","","","","","","","","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,"","",✓,"",@b-0000,"","",@b-0135,"","","","","","","","",✓,"","","","","","","","{designDischargeAirFlow:30000cfm, steamHumidifier, designHotWaterLeavingTemp:65°F, designHotWaterPower:288MMBTU/h, designOutsideAirFlowMin:6750cfm, designDischargeFanAirDeltaPressure:6.4inH₂O, designSource:Drawings, designChilledWaterLeavingTemp:59.2°F, designChilledWaterPower:1225.8MMBTU/h, designHotWaterFlow:48gal/min, designChilledWaterFlow:160.9gal/min, designReturnAirFlow:30000cfm, designHotWaterEnteringTemp:75°F, designOutsideAirFlow:30000cfm, designReturnFanPower:25hp, designChilledWaterEnteringTemp:44°F, designDischargeFanPower:50hp, designReturnFanAirDeltaPressure:1.62inH₂O}"
@b-00cf,"","","","","","","","","","","","",✓,"","","","","","","",Bravo RTU-2 AHU Operation Mode,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Str,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,"","","","","","","","","","","","{mode, dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, backgroundPoint}"
@b-00d0,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Calculated Outdoor Air Flow Setpoint,"","","","","","","","",@b-00ce,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","",✓,"","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.3970116854281743, sourcePointName:MinOA_SP, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-00d1,"","","","","","","",✓,"","","",✓,"",✓,"",✓,"","","","",Bravo RTU-2 Cooling Valve Output,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-0135,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{predictionConf:0.5846394026860828, sourcePointName:CWV, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-00d2,"",✓,"","","","","","","","","","","","","",✓,✓,"","","",Bravo RTU-2 Exhaust Air Damper Output,"","","","","","","","",@b-00ce,✓,"","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.6232903565384572, sourcePointName:EAD, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-00d3,"","","","","","","","","","","","","","","","","","","","",Bravo RTU-2 Fan Power (Auto-computed),"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"","","","","","",Chicago,"","","","","","","","","","","","{cache, dataSyncDownSince:2020-04-09T01:00:02.664-04:00 New_York, dataSyncType:error, backgroundPoint}"
@b-00d4,"","","","","","","","","","","","","","","","","","","","",Bravo RTU-2 Heating/Cooling Load (Auto-computed),"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,BTU/h,"","","","","","","","","","","{cache, dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, backgroundPoint}"
@b-00d5,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo RTU-2 Humidifier Enable,"","","","",✓,"","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","",✓,"","",Bool,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-0135,"","","","",Chicago,"","","","","","","","","","","","{predictionConf:0.2169429859073283, sourcePointName:HUM_ENABLE, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-00d6,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo RTU-2 Humidifier Output,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","",✓,"","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-0135,"",✓,"","",Chicago,%,✓,"","","","","","","","","","{predictionConf:0.7439557600414519, sourcePointName:HUM VLV, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-00d7,"","","","","","","","","","","",✓,✓,"","","",✓,"","","",Bravo RTU-2 Max Damper Position,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{max, dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, backgroundPoint}"
@b-00d8,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Min OA Flow Setpoint,"","","","","","","","",@b-00ce,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{predictionConf:0.2305698711556413, sourcePointName:MINOASTPT, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, outsideMin, backgroundPoint}"
@b-00d9,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Min Outdoor Air Flow,"","","","","","","","",@b-00ce,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","",✓,"","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{predictionConf:0.5591032698291575, min, sourcePointName:MIN OA CFM / 10, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-00da,"",✓,"","","","","","","","","","","","","",✓,✓,"","","",Bravo RTU-2 Minimum Outside Air Damper Output,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.7226466689139898, sourcePointName:Min OAD, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, outsideMin, backgroundPoint}"
@b-00db,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Mixed Air Temperature,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","",✓,"","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","",✓,"",Chicago,°F,"","","","","","","","","","","{predictionConf:0.5092275130999935, sourcePointName:MAT, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-00dc,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Mixed Air Temperature Setpoint,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","",✓,"","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","",✓,"",Chicago,°F,"","","","","","","","","","","{predictionConf:0.41409123546331406, sourcePointName:MAT STPT, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-00dd,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo RTU-2 Outside Air Damper Output,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","",✓,"","",✓,"","","","","","","","","","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.7395401248861597, sourcePointName:OAD, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-00de,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Outside Air Flow,"","","","","","","","",@b-00ce,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","",✓,"","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{predictionConf:0.7870789837941534, sourcePointName:OA CFM, dataSyncRecovered:2020-07-10T01:00:11.125-04:00 New_York, inScope, backgroundPoint}"
@b-00df,"","","","","","","","","","","","","","","","","","","","",Bravo RTU-2 Outside Air Percentage (Auto-computed),"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,"","","","","","","","","","","","{cache, dataSyncDownSince:2020-03-12T01:00:04.793-04:00 New_York, dataSyncType:error, backgroundPoint}"
@b-00e0,"",✓,"","","","","","","","","","",✓,"","","","","","","",Bravo RTU-2 Percent Outside Air,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","",✓,"","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","",✓,"",Chicago,%,"","","","","","","","","","","{dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, backgroundPoint}"
@b-00e1,"",✓,"","","","","","","","","","","","","",✓,✓,"","","",Bravo RTU-2 Return Air Damper Output,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","",✓,"","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.3561100767369028, sourcePointName:RET/REL DAMPER, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-00e2,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Return Air Flow,"","","","","","","","",@b-00ce,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","",✓,"","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{predictionConf:0.8263008623409421, sourcePointName:RA CFM, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-00e3,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Return Air Humidity,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","",✓,"",Number,"","","","","","","",✓,"","","","",✓,"","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.7016271134196499, sourcePointName:RAH, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-00e4,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Return Air Temperature,"","","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","",✓,"","",✓,"","",@b-0000,"","",@b-0135,"","",✓,"",Chicago,°F,"","","","","","","","","","","{predictionConf:0.5745623242771728, sourcePointName:RAT, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-00e5,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Return Fan Status,"","","","","","","","",@b-00ce,"",✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","",✓,"",✓,✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,"","","","","","","","","","","","{predictionConf:0.5721715629985896, sourcePointName:RF FAN STATUS, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-00e6,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Return Fan VFD Speed,"","","","","","","","",@b-00ce,"",✓,"","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","",✓,"","",✓,"","",@b-0000,"","",@b-0135,✓,"","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.13813130060214382, sourcePointName:ACT_OUTPUT_SPEED, dataSyncRecovered:2020-07-10T01:00:07.721-04:00 New_York, inScope, backgroundPoint}"
@b-00e7,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Flow,✓,"","","","","","","",@b-00ce,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,cfm,"","","","","","","","","","","{predictionConf:0.7841375570046363, sourcePointName:SA CFM, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-00e8,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Humidity,✓,"","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","",✓,"",Number,"","","","","","","",✓,sensor,"","","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.7933659564917551, sourcePointName:DAH, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-00e9,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Humidity Setpoint,✓,"","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","",✓,"",Number,"","","","","","","",✓,sp,"","","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.7045004074770955, sourcePointName:Humidity SP, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-00ea,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Static Pressure,✓,"","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"",✓,"","","","","",✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,inH₂O,"","","","","","","","","","","{predictionConf:0.3539915786588711, sourcePointName:DISCH STATIC, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-00eb,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Static Pressure Setpoint,✓,"","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"",✓,"","","","","","","","",@b-0000,✓,"",@b-0135,"","","","",Chicago,inH₂O,"","","","","","","","","","","{predictionConf:0.48636472322277824, sourcePointName:Static Stpt, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-00ec,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Temperature,✓,"","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-0135,"","",✓,"",Chicago,°F,"","","","","","","","","","","{predictionConf:0.5598774100147106, sourcePointName:DAT, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-00ed,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Air Temperature Setpoint,✓,"","","","","","","",@b-00ce,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-0135,"","",✓,"",Chicago,°F,"","","","","","","","","","","{predictionConf:0.6936845307741977, sourcePointName:DAT STPT, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-00ee,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Fan Status,✓,"","","","","","","",@b-00ce,"",✓,"","","","","","","","","","","","","",✓,"","","","","","",Bool,"","","","","","","",✓,"","","","","","",✓,✓,"","",@b-0000,"","",@b-0135,"","","","",Chicago,"","","","","","","","","","","","{predictionConf:0.6818756457191736, sourcePointName:SF FAN STATUS, dataSyncRecovered:2020-07-10T01:00:11.258-04:00 New_York, inScope, backgroundPoint}"
@b-00ef,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo RTU-2 Supply Fan VFD Speed,"","","","","","","","",@b-00ce,"",✓,"","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","",✓,"","",✓,"","",@b-0000,"","",@b-0135,✓,"","","",Chicago,%,"","","","","","","","","","","{predictionConf:0.13813130060214382, sourcePointName:ACT_OUTPUT_SPEED, dataSyncRecovered:2020-07-10T01:00:10.87-04:00 New_York, inScope, backgroundPoint}"
